2025-01-21 17:21:20,2025-01-21 17:42:09,IP Address,152.17.184.39,100,1249,True,2025-01-21 17:42:11,R_1ZbpPnImcvWFaZH,,,,,36.143,-80.3073,anonymous,EN,8,,,Smart,Smart,Smart,Smart,Asian woman,White woman,Asian woman,Black man,Asian man,Black man,Asian woman,White woman,Black woman,White woman,White woman,Asian woman,Black woman,Asian woman,Black woman,,,,,,,,,,,,,,,,,,,Not sure,Nice,Not nice,Nice,,,,,,,,,,,,,,,,,Asian woman,White woman,Asian woman,Asian man,Asian man,White man,Black woman,White woman,Asian woman,Asian woman,White woman,Asian woman,Black woman,White woman,Asian man,
2025-01-21 18:07:23,2025-01-21 18:22:23,IP Address,152.17.184.39,100,899,True,2025-01-21 18:22:24,R_5AiC8fuziIs5r4l,,,,,36.143,-80.3073,anonymous,EN,10,,,Smart,Smart,Not sure,Smart,White woman,White woman,Asian woman,Asian man,Asian man,Black man,Asian man,White man,Black man,Asian man,Black man,White man,White man,Black man,Asian man,,,,,,,,,,,,,,,,,,,Nice,Nice,Not sure,Nice,,,,,,,,,,,,,,,,,Asian woman,Black woman,White woman,White man,Black man,White man,Black man,White woman,Asian woman,Asian woman,Black man,Black man,White man,Asian man,Black woman,
2025-01-21 18:26:57,2025-01-21 18:44:16,IP Address,152.17.184.39,100,1038,True,2025-01-21 18:44:17,R_7DRVmqcp1szqoky,,,,,36.143,-80.3073,anonymous,EN,11,,,Smart,Smart,Smart,Smart,White woman,White woman,Asian woman,Asian man,Asian man,Black man,Asian man,White woman,Black man,Asian man,White woman,White man,Black woman,Asian woman,Asian man,,,,,,,,,,,,,,,,,,,Nice,Nice,Not sure,Nice,White woman,Black woman,Asian woman,Black man,Asian man,Black man,Asian man,White woman,Black man,Asian man,Black man,White man,White man,Asian woman,Asian man,,,,,,,,,,,,,,,,,
2025-01-21 16:58:15,2025-01-21 19:33:31,IP Address,152.17.189.95,100,9315,True,2025-01-21 19:33:32,R_7EGdHzNSdtELA63,,,,,36.143,-80.3073,anonymous,EN,9,,,Smart,Smart,Not sure,Smart,,,,,,,,,,,,,,,,,Black woman,White woman,Asian woman,White man,Black man,White man,Black man,White woman,Asian man,Asian woman,Black man,Asian woman,White man,White woman,Asian man,,,Nice,Nice,Not sure,Nice,Asian woman,White woman,Black woman,Black man,Asian man,Black man,Asian man,White woman,Black woman,Asian man,White woman,Asian woman,White man,Black man,Black woman,,,,,,,,,,,,,,,,,
2025-01-22 16:04:07,2025-01-22 16:38:47,IP Address,152.17.177.97,100,2079,True,2025-01-22 16:38:47,R_5ARrOE2Ta1HToA1,,,,,36.0278,-80.2107,anonymous,EN,12,,,Smart,Smart,Not sure,Smart,,,,,,,,,,,,,,,,,Asian woman,White woman,Asian woman,Asian man,Asian man,White man,Black woman,White woman,Asian woman,White man,White woman,Asian woman,Black woman,Asian man,Black woman,,,Nice,Not nice,Not sure,Nice,Asian woman,Black woman,Asian woman,Black man,White man,Black man,Asian man,White man,Black man,Asian man,White woman,Asian woman,White man,Asian woman,Black woman,,,,,,,,,,,,,,,,,
2025-01-22 18:51:09,2025-01-22 19:10:36,IP Address,76.36.203.141,100,1167,True,2025-01-22 19:10:37,R_3rGKwZ6nUAJDoeR,,,,,36.143,-80.3073,anonymous,EN,14,,,Not sure,Smart,Not sure,Smart,White woman,White woman,Asian woman,Asian man,White man,Black man,Asian woman,White woman,Black woman,Asian man,White woman,Asian woman,Black woman,Asian woman,Black woman,,,,,,,,,,,,,,,,,,,Nice,Not sure,Not sure,Nice,,,,,,,,,,,,,,,,,Asian woman,Black woman,White woman,Asian man,Asian man,Black man,Black man,White woman,Asian woman,Asian woman,White woman,Asian woman,Black woman,Asian man,Asian man,
2025-01-22 19:36:16,2025-01-22 19:50:51,IP Address,76.36.203.141,100,874,True,2025-01-22 19:50:52,R_58I8FYMPImOEIdr,,,,,36.143,-80.3073,anonymous,EN,15,,,Smart,Smart,Smart,Smart,,,,,,,,,,,,,,,,,Black woman,Black woman,White woman,Asian man,Asian man,Black man,Black man,White man,Asian man,White man,Black man,Asian woman,White man,Asian man,Asian man,,,Nice,Not sure,Not sure,Nice,Asian woman,White woman,Black woman,Asian man,White man,White man,Asian woman,White woman,Black woman,White woman,White woman,Asian woman,Black woman,Asian woman,Black woman,,,,,,,,,,,,,,,,,
2025-01-22 20:06:19,2025-01-22 20:27:34,IP Address,76.36.203.141,100,1275,True,2025-01-22 20:27:35,R_7EnlOVSDfKklRXu,,,,,36.143,-80.3073,anonymous,EN,16,,,Smart,Smart,Not sure,Smart,,,,,,,,,,,,,,,,,Asian woman,White woman,Asian woman,White man,Asian man,Black man,Black man,White man,Asian woman,Asian woman,White woman,Black man,Black woman,Asian man,Black woman,,,Nice,Nice,Not sure,Nice,Asian woman,White woman,Black woman,Black man,Asian man,Black man,Asian woman,White man,Black man,White woman,White woman,White man,Black woman,Asian woman,Asian man,,,,,,,,,,,,,,,,,
2025-01-23 15:05:27,2025-01-23 15:20:47,IP Address,152.17.130.103,100,920,True,2025-01-23 15:20:48,R_7Q0jzdkYNFELS8i,,,,,36.0278,-80.2107,anonymous,EN,19,,,Smart,Smart,Smart,Smart,,,,,,,,,,,,,,,,,Black woman,White woman,White woman,Asian man,Asian man,Black man,Black woman,White woman,Asian man,Asian woman,White woman,Asian woman,Black woman,Asian man,Black woman,,,Nice,Nice,Not nice,Nice,,,,,,,,,,,,,,,,,Asian woman,White woman,White woman,Asian man,Asian man,Black man,Black man,White man,Asian woman,Asian woman,White woman,Asian woman,Black woman,White woman,Black woman,
2025-01-23 15:18:25,2025-01-23 15:34:41,IP Address,152.17.128.241,100,975,True,2025-01-23 15:34:41,R_7KQ4WJwOi3ylfbx,,,,,36.143,-80.3073,anonymous,EN,17,,,Smart,Smart,Not sure,Smart,White woman,Black woman,Asian woman,Asian man,Asian man,Black man,Asian man,White woman,Black man,Asian man,White woman,Asian woman,Black woman,Asian woman,Asian man,,,,,,,,,,,,,,,,,,,Nice,Nice,Not sure,Nice,White woman,Black woman,Asian woman,Asian man,Asian man,Black man,Asian man,White woman,Black man,White woman,White woman,Asian woman,White man,Black man,Black woman,,,,,,,,,,,,,,,,,
2025-01-23 16:18:48,2025-01-23 16:36:36,IP Address,152.17.128.241,100,1067,True,2025-01-23 16:36:36,R_5ARNFQzc4p8FNgt,,,,,36.143,-80.3073,anonymous,EN,18,,,Smart,Smart,Not sure,Smart,White woman,Black woman,Asian woman,Black man,Asian man,White man,Asian man,White man,Black woman,White woman,White woman,Asian woman,Black woman,Asian woman,Black woman,,,,,,,,,,,,,,,,,,,Nice,Nice,Not sure,Nice,Asian woman,White woman,Asian woman,Black man,Asian man,Black man,Asian woman,White woman,Black woman,White woman,Black man,Asian woman,Black woman,Asian woman,Black woman,,,,,,,,,,,,,,,,,
2025-01-23 16:41:01,2025-01-23 16:57:31,IP Address,152.17.130.103,100,990,True,2025-01-23 16:57:32,R_7Jl8lmfKZ8Xh6W5,,,,,36.0278,-80.2107,anonymous,EN,21,,,Smart,Smart,Not sure,Smart,,,,,,,,,,,,,,,,,Black woman,White woman,White woman,White man,Black man,Black man,Black woman,White man,Asian woman,White man,Black man,Black man,White man,White woman,Black woman,,,Nice,Nice,Not sure,Nice,,,,,,,,,,,,,,,,,Black woman,White woman,White woman,White man,Black man,White man,Black man,White man,Asian woman,White man,White woman,Black man,White man,White woman,Black woman,
2025-01-23 17:07:18,2025-01-23 17:21:36,IP Address,152.17.130.103,100,858,True,2025-01-23 17:21:37,R_3ISQUmG8ahtPhIr,,,,,36.0278,-80.2107,anonymous,EN,20,,,Smart,Smart,Not sure,Smart,,,,,,,,,,,,,,,,,Asian woman,Black woman,White woman,Asian man,Asian man,Black man,Black man,White woman,Asian man,White man,Black man,Black man,White man,Asian man,Asian man,,,Nice,Not sure,Not sure,Nice,,,,,,,,,,,,,,,,,Asian woman,White woman,Asian woman,Asian man,Asian man,Black man,Black woman,White man,Asian woman,Asian woman,White woman,Asian woman,Black woman,Asian man,Asian man,
2025-01-23 17:33:11,2025-01-23 17:48:52,IP Address,152.17.128.241,100,941,True,2025-01-23 17:48:53,R_6iONatU7T5PLqMN,,,,,36.143,-80.3073,anonymous,EN,22,,,Smart,Smart,Smart,Smart,Asian woman,White woman,Asian woman,Asian man,White man,White man,Asian woman,White woman,Black woman,White woman,White woman,Asian woman,Black woman,Asian woman,Black woman,,,,,,,,,,,,,,,,,,,Nice,Nice,Not sure,Nice,,,,,,,,,,,,,,,,,Asian woman,White woman,White woman,Asian man,Asian man,White man,Black woman,White woman,Asian woman,Asian woman,White woman,Asian woman,Black woman,White woman,Black woman,
2025-01-23 17:35:38,2025-01-23 18:03:32,IP Address,76.36.201.152,100,1673,True,2025-01-23 18:03:32,R_1I3u7wUpdnFTgQU,,,,,36.143,-80.3073,anonymous,EN,23,,,Smart,Smart,Not smart,Smart,White woman,White woman,Asian woman,Asian man,Asian man,White man,Asian woman,White man,Black woman,White woman,White woman,Asian woman,White man,Asian woman,Black woman,,,,,,,,,,,,,,,,,,,Nice,Nice,Not nice,Nice,,,,,,,,,,,,,,,,,Asian woman,White woman,White woman,Asian man,Asian man,White man,Black woman,White woman,Asian woman,Asian woman,White woman,Asian woman,White man,White woman,Asian man,
2025-01-23 18:03:50,2025-01-23 19:22:21,IP Address,76.36.201.152,100,4711,True,2025-01-23 19:22:22,R_54vpYAdBzOXwksx,,,,,36.143,-80.3073,anonymous,EN,24,,,Smart,Smart,Not sure,Smart,,,,,,,,,,,,,,,,,Asian woman,Black woman,White woman,White man,Asian man,Black man,Black woman,White man,Asian woman,Asian woman,White woman,Asian woman,Black woman,Asian man,Black woman,,,Nice,Nice,Not sure,Nice,Asian woman,Black woman,Asian woman,Asian man,Asian man,Black man,Asian man,White woman,Black man,Asian man,Black man,White man,White man,Asian woman,Asian man,,,,,,,,,,,,,,,,,
2025-01-23 19:22:24,2025-01-23 19:40:54,IP Address,76.36.201.152,100,1110,True,2025-01-23 19:40:55,R_75XYCGYTvzKvetJ,,,,,36.143,-80.3073,anonymous,EN,25,,,Smart,Smart,Not sure,Smart,White woman,Black woman,Asian woman,Asian man,White man,Black man,Asian man,White woman,Black woman,White woman,White woman,White man,White man,Asian woman,Asian man,,,,,,,,,,,,,,,,,,,Nice,Nice,Not sure,Nice,White woman,Black woman,Black woman,Asian man,Asian man,Black man,Asian man,White woman,Black woman,White woman,White woman,Asian woman,White man,Asian woman,Black woman,,,,,,,,,,,,,,,,,
2025-01-24 15:09:58,2025-01-24 15:25:01,IP Address,152.17.133.110,100,902,True,2025-01-24 15:25:02,R_1ARmm8uPRpDFF2y,,,,,36.0278,-80.2107,anonymous,EN,29,,,Smart,Smart,Not sure,Smart,,,,,,,,,,,,,,,,,Black woman,Black woman,White woman,Asian man,Asian man,Black man,Black woman,White man,Asian woman,Asian woman,Black man,Black man,White man,White woman,Asian man,,,Nice,Nice,Nice,Nice,,,,,,,,,,,,,,,,,Black woman,Black woman,White woman,Asian man,Black man,Black man,Black woman,White woman,Asian woman,Asian woman,White woman,Black man,White man,White woman,Asian man,
2025-01-24 15:31:51,2025-01-24 15:47:30,IP Address,152.17.133.110,100,939,True,2025-01-24 15:47:31,R_6e87ObaLPaf6DCM,,,,,36.0278,-80.2107,anonymous,EN,30,,,Smart,Smart,Smart,Smart,,,,,,,,,,,,,,,,,Asian woman,Black woman,White woman,White man,Black man,Black man,Black woman,White woman,Asian woman,Asian woman,Black man,Asian woman,Black woman,White woman,Asian man,,,Nice,Nice,Not sure,Nice,White woman,White woman,Asian woman,Asian man,Asian man,Black man,Asian woman,White woman,Black man,White woman,White woman,White man,White man,Black man,Asian man,,,,,,,,,,,,,,,,,
2025-01-24 16:02:54,2025-01-24 16:17:55,IP Address,76.36.201.152,100,900,True,2025-01-24 16:17:55,R_5aqz2dtAn8CG3bb,,,,,36.143,-80.3073,anonymous,EN,26,,,Smart,Smart,Smart,Smart,Asian woman,Black woman,Asian woman,Asian man,Asian man,Black man,Asian man,White man,Black man,Asian man,White woman,White man,White man,Asian woman,Asian man,,,,,,,,,,,,,,,,,,,Nice,Nice,Not sure,Nice,White woman,Black woman,Asian woman,Black man,Asian man,Black man,Asian man,White man,Black man,Asian man,White woman,Asian woman,Black woman,Asian woman,Asian man,,,,,,,,,,,,,,,,,
2025-01-24 16:05:03,2025-01-24 16:19:49,IP Address,152.17.133.110,100,885,True,2025-01-24 16:19:50,R_3uHwahORUmceDqP,,,,,36.0278,-80.2107,anonymous,EN,31,,,Smart,Smart,Not sure,Smart,,,,,,,,,,,,,,,,,Black woman,Black woman,Asian woman,Asian man,Asian man,Black man,Black woman,White woman,Asian woman,Asian woman,Black man,Asian woman,Black woman,White woman,Black woman,,,Nice,Nice,Not sure,Nice,,,,,,,,,,,,,,,,,Asian woman,Black woman,Asian woman,Asian man,Black man,White man,Black man,White woman,Asian man,Asian woman,White woman,Asian woman,Black woman,White woman,Black woman,
2025-01-24 16:21:45,2025-01-24 16:36:35,IP Address,152.17.133.110,100,890,True,2025-01-24 16:36:36,R_3mwfJyaROrY3oc1,,,,,36.0278,-80.2107,anonymous,EN,32,,,Smart,Smart,Not sure,Smart,,,,,,,,,,,,,,,,,Asian woman,White woman,White woman,Asian man,Asian man,Black man,Black woman,White man,Asian man,White man,White woman,Asian woman,Black woman,Asian man,Asian man,,,Nice,Nice,Nice,Nice,,,,,,,,,,,,,,,,,Black woman,Black woman,White woman,Asian man,Asian man,Black man,Black man,White woman,Asian woman,Asian woman,White woman,Asian woman,Black woman,Asian man,Black woman,
2025-01-25 11:04:49,2025-01-25 11:21:22,IP Address,152.17.153.239,100,993,True,2025-01-25 11:21:23,R_5H6Rw2gLEaiNN9n,,,,,36.0278,-80.2107,anonymous,EN,33,,,Not sure,Smart,Not sure,Smart,White woman,White woman,Asian woman,Asian man,Asian man,White man,Asian man,White man,Black man,Asian man,Black man,Asian woman,White man,Black man,Black woman,,,,,,,,,,,,,,,,,,,Nice,Nice,Not sure,Nice,White woman,Black woman,Asian woman,Asian man,Asian man,Black man,Asian man,White woman,Black woman,Asian man,White woman,Asian woman,Black woman,Asian woman,Black woman,,,,,,,,,,,,,,,,,
2025-01-25 11:37:06,2025-01-25 11:53:44,IP Address,152.17.153.239,100,997,True,2025-01-25 11:53:44,R_507Pdg8u1gDxxmh,,,,,36.0278,-80.2107,anonymous,EN,34,,,Smart,Smart,Not sure,Smart,White woman,Black woman,Black woman,Asian man,White man,Black man,Asian man,White man,Black woman,Asian man,White woman,White man,White man,Black man,Asian man,,,,,,,,,,,,,,,,,,,Nice,Nice,Not sure,Nice,Asian woman,Black woman,Asian woman,Asian man,Asian man,Black man,Asian man,White man,Black man,Asian man,White woman,White man,White man,Asian woman,Asian man,,,,,,,,,,,,,,,,,
2025-01-24 16:20:05,2025-01-25 12:10:14,IP Address,76.36.201.152,100,71408,True,2025-01-25 12:10:14,R_6Bnb4qbp2npn3Tv,,,,,36.143,-80.3073,anonymous,EN,27,,,Smart,Smart,Not sure,Smart,Asian woman,White woman,Black woman,Asian man,Asian man,Black man,Asian woman,White man,Black man,Asian man,White woman,Asian woman,Black woman,Black man,Asian man,,,,,,,,,,,,,,,,,,,Nice,Nice,Not sure,Nice,,,,,,,,,,,,,,,,,Asian woman,Black woman,White woman,Asian man,Black man,Black man,Black woman,White woman,Asian man,White man,White woman,Black man,Black woman,White woman,Black woman,
2025-01-25 12:06:58,2025-01-25 12:22:41,IP Address,76.36.203.141,100,942,True,2025-01-25 12:22:41,R_5hA2chgJFnReufE,,,,,36.143,-80.3073,anonymous,EN,35,,,Smart,Smart,Not sure,Smart,,,,,,,,,,,,,,,,,Asian woman,Black woman,Asian woman,White man,Asian man,White man,Black man,White man,Asian woman,Asian woman,Black man,Asian woman,Black woman,White woman,Asian man,,,Nice,Nice,Not sure,Nice,Asian woman,Black woman,Black woman,Black man,White man,White man,Asian man,White woman,Black man,Asian man,Black man,White man,White man,Asian woman,Black woman,,,,,,,,,,,,,,,,,
2025-01-25 12:28:50,2025-01-25 12:50:52,IP Address,76.36.201.152,100,1321,True,2025-01-25 12:50:52,R_1ABJuw5ZFgFv10R,,,,,36.143,-80.3073,anonymous,EN,37,,,Smart,Smart,Not sure,Smart,,,,,,,,,,,,,,,,,Asian woman,Black woman,White woman,Asian man,Asian man,Black man,Black man,White woman,Asian woman,Asian woman,White woman,Asian woman,White man,White woman,Black woman,,,Nice,Nice,Not sure,Nice,,,,,,,,,,,,,,,,,Asian woman,Black woman,White woman,Asian man,Black man,Black man,Black man,White man,Asian woman,Asian woman,White woman,Asian woman,White man,Asian man,Black woman,
2025-01-25 13:13:07,2025-01-25 13:28:46,IP Address,76.36.203.141,100,938,True,2025-01-25 13:28:51,R_5E1yn1nSbT0FdEl,,,,,36.143,-80.3073,anonymous,EN,36,,,Smart,Smart,Smart,Smart,Asian woman,Black woman,Black woman,Black man,White man,White man,Asian woman,White man,Black woman,White woman,Black man,Asian woman,White man,Asian woman,Black woman,,,,,,,,,,,,,,,,,,,Nice,Nice,Not sure,Nice,,,,,,,,,,,,,,,,,Asian woman,Black woman,White woman,Asian man,Asian man,White man,Black woman,White man,Asian man,Asian woman,Black man,Asian woman,White man,Asian man,Asian man,
2025-01-25 14:09:44,2025-01-25 14:24:24,IP Address,76.36.203.141,100,880,True,2025-01-25 14:24:25,R_707mxmxuKYkxv7H,,,,,36.143,-80.3073,anonymous,EN,28,,,Smart,Smart,Not sure,Smart,,,,,,,,,,,,,,,,,Asian woman,Black woman,Asian woman,Asian man,Asian man,White man,Black woman,White woman,Asian man,Asian woman,White woman,Asian woman,White man,Asian man,Asian man,,,Nice,Nice,Not sure,Nice,White woman,Black woman,Asian woman,Black man,Asian man,White man,Asian woman,White man,Black man,Asian man,White woman,Asian woman,Black woman,Asian woman,Asian man,,,,,,,,,,,,,,,,,
2025-01-25 14:07:25,2025-01-25 14:47:01,IP Address,76.36.201.152,100,2376,True,2025-01-25 14:47:02,R_7f6xmhTB7Vv7gBd,,,,,36.143,-80.3073,anonymous,EN,38,,,Smart,Smart,Not sure,Smart,White woman,Black woman,Asian woman,Black man,White man,White man,Asian woman,White woman,Black man,White woman,Black man,White man,White man,Black man,Asian man,,,,,,,,,,,,,,,,,,,Nice,Nice,Not sure,Nice,Asian woman,White woman,Asian woman,Asian man,White man,Black man,Asian man,White woman,Black man,Asian man,White woman,Asian woman,White man,Black man,Asian man,,,,,,,,,,,,,,,,,
